"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","PIND","PCTL","SIND","SCTL","TIND","TCTL","AuthorityType","TrkName","TerritoryAssignment","Subdivision","IndicateOnly","Blocking","LockBit","SwitchBlockInd","SwitchBlkBit","Controlled","ProtectOpenSwitch","OSLocking","NoValidate","TypeOfSwitch","MatchMode","GraphicGroup","ScreenRegion","FlipOperations","IgnoreOS","BlueFlag","OCS","ICS","Notes","IgnoreBothIndBits","RCPS","RCPSControlBits","RCPSIndicationBits","SwitchPointMonitorMode","SwitchLockNoControl","SwitchPointMonitorModeTimeOut","SPICoordinate","AllowSwitchRestoralOnAuthRelease","UsedForEntryToMain","PTCUID","AllowForceOperationsToTWC","Milepost","MilepostSuffix","ToolTipName","SwitchBlockControlBit","MakeInVisible","MilepostPrefix","AdditionalReferenceUID","PublishStatusToPTC","DevicePTCUID","EnableDTMFType","PTC_UID_KEY","PTC_DeviceName","PTC_ProperName","PTC_WIUStatusIndex","PTC_DeviceBlockID","PTC_Enable_EMT","SwitchPairList","AutoRestore","ShowElectricLockIcon","RRUniqueIdentifierName","AlarmTime","SwitchingMode","SwitchEventID"
"100912","100020","1-SWITCH","S","210","725","1720","210","100896","100898","0","100900","0","0","5","1;1;100020;","1;1;100020;|0;1;100020;","3;1;100020;","3;1;100020;|0;1;100020;","0;1;100020;","0;1;100020;|0;1;100020;","CTC","MT2","100","2","False","True","0;1;100020","False","0;0;0","False","False","True","False","NORMAL","False","1","14","False","False","False","False","False","NONE","False","False","0;1;100020|0;1;100020|0;1;100020|0;1;100020","0;1;100020|0;1;100020|0;1;100020|0;1;100020|0;1;100020","False","False","15","0","False","False","0","False","239.3555","","1X","0;0;0;0|0;0;0;0","False","",,"False","","False","1000026","1X","1X Dual Controlled - Cardiff Main2 MP239.354","2","0","False",,,,,"0",,
"100914","100020","3-SWITCH","S","335","725","1845","335","100898","100906","100904","0","0","0","5","17;1;100020;","17;1;100020;|0;1;100020;","19;1;100020;","19;1;100020;|0;1;100020;","0;1;100020;","0;1;100020;|0;1;100020;","CTC","MT2","100","2","False","True","0;1;100020","False","0;0;0","False","False","True","False","NORMAL","False","1","14","False","False","False","False","False","NONE","False","False","0;1;100020|0;1;100020|0;1;100020|0;1;100020","0;1;100020|0;1;100020|0;1;100020|0;1;100020|0;1;100020","False","False","15","0","False","False","0","False","239.5918","","3X","0;0;0;0|0;0;0;0","False","",,"False","","False","1000029","3X","3X Dual Controlled - Cardiff Main2 MP239.591","6","0","False",,,,,"0",,
"200118","200000","1-SWITCH","S","125","170","555","125","200114","200115","200117","0","0","0","6","1;1;200000;","1;1;200000;|0;1;200000;","2;1;200000;","2;1;200000;|0;1;200000;","0;1;200000;","0;1;200000;|0;1;200000;","CTC","MAIN","200","1","False","True","0;1;200000","False","0;0;0","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;200000|0;1;200000|0;1;200000|0;1;200000","0;1;200000|0;1;200000|0;1;200000|0;1;200000|0;1;200000","False","False","15","0","False","False","0","False","99.4","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200131","200002","1-SWITCH","S","445","170","835","445","200534","200510","200125","0","0","0","7","1;1;200002;","1;1;200002;|0;1;200002;","2;1;200002;","2;1;200002;|0;1;200002;","0;1;200002;","0;1;200002;|0;1;200002;","CTC","MAIN","200","1","False","True","0;1;200002","True","9;1;200002","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;200002|0;1;200002|0;1;200002|0;1;200002","0;1;200002|0;1;200002|0;1;200002|0;1;200002|0;1;200002","False","False","15","0","False","False","0","False","0","","1-SWITCH","0;1;0;1|0;1;0;1","False","",,"False","","False","","","","","","False",,,,,"0",,
"200142","200002","1-SWITCH","S","385","230","795","385","200135","200136","0","200137","0","0","7","1;1;200002;","1;1;200002;|0;1;200002;","2;1;200002;","2;1;200002;|0;1;200002;","0;1;200002;","0;1;200002;|0;1;200002;","CTC","MAIN","200","1","False","True","0;1;200002","True","9;1;200002","False","False","True","False","NORMAL","False","1","5","False","False","False","False","False","NONE","False","False","0;1;200002|0;1;200002|0;1;200002|0;1;200002","0;1;200002|0;1;200002|0;1;200002|0;1;200002|0;1;200002","False","False","15","0","False","False","0","False","0","","1-SWITCH","9;1;200002;7|12;1;200002;7","False","",,"False","","False","","","","","","False",,,,,"0",,
"200153","200003","1-SWITCH","S","1155","170","880","1155","200146","200147","0","200148","0","0","10","1;1;200003;","1;1;200003;|0;1;200003;","2;1;200003;","2;1;200003;|0;1;200003;","0;1;200003;","0;1;200003;|0;1;200003;","CTC","MAIN","200","1","False","True","0;1;200003","False","0;0;0","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;200003|0;1;200003|0;1;200003|0;1;200003","0;1;200003|0;1;200003|0;1;200003|0;1;200003|0;1;200003","False","False","15","0","False","False","0","False","102.61","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200163","200004","1-SWITCH","S","720","170","1100","720","200159","200160","200162","0","0","0","8","1;1;200004;","1;1;200004;|0;1;200004;","2;1;200004;","2;1;200004;|0;1;200004;","0;1;200004;","9;1;200004;|0;1;200004;","CTC","MAIN","200","1","False","True","0;1;200004","True","9;1;200004","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;200004|0;1;200004|0;1;200004|0;1;200004","0;1;200004|0;1;200004|0;1;200004|0;1;200004|0;1;200004","False","False","15","0","False","False","0","False","100.27","","1-SWITCH","9;1;200004;8|10;1;200004;8","False","",,"False","","False","","","","","","False",,,,,"0",,
"200222","200007","1-SWITCH","S","1755","170","1390","1755","200218","200219","200221","0","0","0","13","1;1;200007;","1;1;200007;|0;1;200007;","2;1;200007;","2;1;200007;|0;1;200007;","0;1;200007;","0;1;200007;|0;1;200007;","CTC","MAIN","200","1","False","True","0;1;200007","False","0;0;0","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;200007|0;1;200007|0;1;200007|0;1;200007","0;1;200007|0;1;200007|0;1;200007|0;1;200007|0;1;200007","False","False","15","0","False","False","0","False","105.87","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200246","200010","1-SWITCH","S","265","470","405","265","200239","200240","0","200241","0","0","15","1;1;200010;","1;1;200010;|0;1;200010;","2;1;200010;","2;1;200010;|0;1;200010;","0;1;200010;","0;1;200010;|0;1;200010;","CTC","MAIN","200","1","False","True","0;1;200010","False","0;0;0","False","False","True","False","NORMAL","False","1","9","False","False","False","False","False","NONE","False","False","0;1;200010|0;1;200010|0;1;200010|0;1;200010","0;1;200010|0;1;200010|0;1;200010|0;1;200010|0;1;200010","False","False","15","0","False","False","0","False","108.02","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200256","200013","1-SWITCH","S","1015","470","625","1015","200252","200253","200255","0","0","0","18","1;1;200013;","1;1;200013;|0;1;200013;","2;1;200013;","2;1;200013;|0;1;200013;","0;1;200013;","0;1;200013;|0;1;200013;","CTC","MAIN","200","1","False","True","0;1;200013","False","0;0;0","False","False","True","False","NORMAL","False","1","9","False","False","False","False","False","NONE","False","False","0;1;200013|0;1;200013|0;1;200013|0;1;200013","0;1;200013|0;1;200013|0;1;200013|0;1;200013|0;1;200013","False","False","15","0","False","False","0","False","111.4","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200299","200016","1-SWITCH","S","1435","470","405","1435","200292","200293","0","200294","0","0","20","1;1;200016;","1;1;200016;|0;1;200016;","2;1;200016;","2;1;200016;|0;1;200016;","0;1;200016;","0;1;200016;|0;1;200016;","CTC","MAIN","200","1","False","True","0;1;200016","False","0;0;0","False","False","True","False","NORMAL","False","1","9","False","False","False","False","False","NONE","False","False","0;1;200016|0;1;200016|0;1;200016|0;1;200016","0;1;200016|0;1;200016|0;1;200016|0;1;200016|0;1;200016","False","False","15","0","False","False","0","False","114.62","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200319","200017","1-SWITCH","S","95","850","295","95","200312","200313","0","200314","0","0","22","1;1;200017;","1;1;200017;|0;1;200017;","2;1;200017;","2;1;200017;|0;1;200017;","0;1;200017;","0;1;200017;|0;1;200017;","CTC","MT1","200","1","False","True","0;1;200017","False","0;0;0","False","False","True","False","NORMAL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200017|0;1;200017|0;1;200017|0;1;200017","0;1;200017|0;1;200017|0;1;200017|0;1;200017|0;1;200017","False","False","15","0","False","False","0","False","0","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200357","200020","1-SWITCH","S","495","850","1370","495","200353","200354","200360","0","0","0","23","1;1;200020;","1;1;200020;|0;1;200020;","2;1;200020;","2;1;200020;|0;1;200020;","0;1;200020;","0;1;200020;|0;1;200020;","CTC","MAIN","200","1","False","True","0;1;200020","False","0;0;0","False","False","True","False","NORMAL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200020|0;1;200020|0;1;200020|0;1;200020","0;1;200020|0;1;200020|0;1;200020|0;1;200020|0;1;200020","False","False","15","0","False","False","0","False","117.7","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200383","200019","1-SWITCH","S","695","850","1230","695","200379","200380","200407","0","0","0","24","1;1;200019;","1;1;200019;|0;1;200019;","2;1;200019;","2;1;200019;|0;1;200019;","0;1;200019;","0;1;200019;|0;1;200019;","CTC","MAIN","200","1","False","True","0;1;200019","False","0;0;0","False","False","True","False","NORMAL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200019|0;1;200019|0;1;200019|0;1;200019","0;1;200019|0;1;200019|0;1;200019|0;1;200019|0;1;200019","False","False","15","0","False","False","0","False","0","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200427","200027","5-SWITCH","S","1365","850","1370","1365","200429","200426","200425","0","0","0","27","5;1;200027;","5;1;200027;|0;1;200027;","6;1;200027;","6;1;200027;|0;1;200027;","0;1;200027;","17;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","True","17;1;200027","False","False","True","False","NORMAL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","0","","5-SWITCH","17;1;200027;27|25;1;200027;27","False","",,"False","","False","","","","","","False",,,,,"0",,
"200438","200027","3-SWITCH","S","1485","850","1230","1485","200435","200436","200441","0","0","0","27","3;1;200027;","3;1;200027;|0;1;200027;","4;1;200027;","4;1;200027;|0;1;200027;","0;1;200027;","0;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","False","0;0;0","False","False","True","False","NORMAL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","121.06","","3-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200449","200027","DERAIL","S","1285","905","1115","1285","0","0","0","0","0","0","27","6;1;200027;","0;1;200027;|0;1;200027;","5;1;200027;","0;1;200027;|0;1;200027;","0;1;200027;","17;1;200027;|0;1;200027;","CTC","MAIN","200","1","True","True","0;1;200027","True","17;1;200027","False","False","True","False","DERAIL","False","1","17","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","0","","5-SWITCH","17;1;200027;27|25;1;200027;27","False","",,"False","","False","","","","","","False",,,,,"0",,
"200450","200027","9-SWITCH","S","1285","795","1130","1285","200454","200448","0","0","0","0","27","8;1;200027;","10;1;200027;|0;1;200027;","7;1;200027;","9;1;200027;|0;1;200027;","0;1;200027;","19;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","True","19;1;200027","False","False","True","False","DERAIL","False","1","15","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","0","","9-SWITCH","19;1;200027;27|27;1;200027;27","False","",,"False","","False","","","","","","False",,,,,"0",,
"200451","200027","11-SWITCH","S","1285","740","1140","1285","200447","200444","0","0","0","0","27","10;1;200027;","12;1;200027;|0;1;200027;","9;1;200027;","11;1;200027;|0;1;200027;","0;1;200027;","20;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","True","20;1;200027","False","False","True","False","DERAIL","False","1","14","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","0","","11-SWITCH","20;1;200027;27|28;1;200027;27","False","",,"False","","False","","","","","","False",,,,,"0",,
"200457","200027","13-SWITCH","S","1405","795","1230","1405","200448","200437","200445","0","0","0","27","11;1;200027;","13;1;200027;|0;1;200027;","12;1;200027;","14;1;200027;|0;1;200027;","0;1;200027;","0;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","False","0;0;0","False","False","True","False","NORMAL","False","1","15","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","121.05","","13-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200465","200027","1-SWITCH","S","1555","850","295","1555","200458","200459","0","200460","0","0","27","1;1;200027;","1;1;200027;|0;1;200027;","2;1;200027;","2;1;200027;|0;1;200027;","0;1;200027;","0;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","False","0;0;0","False","False","True","False","NORMAL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","121.2","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200472","200028","7-SWITCH","S","1745","850","1470","1745","200132","200468","0","0","0","0","28","2;1;200028;","2;1;200028;|0;1;200028;","1;1;200028;","1;1;200028;|0;1;200028;","0;1;200028;","0;1;200028;|0;1;200028;","CTC","MAIN","200","1","False","True","0;1;200028","True","8;1;200028","False","False","True","False","DERAIL","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200028|0;1;200028|0;1;200028|0;1;200028","0;1;200028|0;1;200028|0;1;200028|0;1;200028|0;1;200028","False","False","15","0","False","False","0","False","121.36","","7-SWITCH","6;1;200028;28|14;1;200028;28","False","",,"False","","False","","","","","","False",,,,,"0",,
"200535","200002","3-SWITCH","S","360","170","515","360","200122","200534","0","0","0","0","7","4;1;200002;","4;1;200002;|0;1;200002;","3;1;200002;","3;1;200002;|0;1;200002;","0;1;200002;","10;1;200002;|0;1;200002;","CTC","MAIN","200","1","False","True","0;1;200002","True","10;1;200002","False","False","True","False","DERAIL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;200002|0;1;200002|0;1;200002|0;1;200002","0;1;200002|0;1;200002|0;1;200002|0;1;200002|0;1;200002","False","False","15","0","False","False","0","False","0","","3-SWITCH","10;1;200002;7|13;1;200002;7","False","",,"False","","False","","","","","","False",,,,,"0",,
"200538","200027","1205-EL","SPRT","1170","850","935","1170","0","0","0","0","0","0","27","31;1;200027;","30;1;200027;|0;1;200027;","0;1;200027;","31;1;200027;|0;1;200027;","0;1;200027;","0;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","False","0;0;0","False","False","True","False","SPM ONLY","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","0","","1205-EL","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200539","200027","1207-EL","SPRB","1210","850","1000","1210","0","0","0","0","0","0","27","32;1;200027;","33;1;200027;|0;1;200027;","0;1;200027;","32;1;200027;|0;1;200027;","0;1;200027;","0;1;200027;|0;1;200027;","CTC","MAIN","200","1","False","True","0;1;200027","False","0;0;0","False","False","True","False","SPM ONLY","False","1","16","False","False","False","False","False","NONE","False","False","0;1;200027|0;1;200027|0;1;200027|0;1;200027","0;1;200027|0;1;200027|0;1;200027|0;1;200027|0;1;200027","False","False","15","0","False","False","0","False","0","","1207-EL","","False","",,"False","","False","","","","","","False",,,,,"0",,
"200651","200004","1-SWITCH","S","640","230","695","640","0","200650","0","0","0","0","8","2;1;200004;","0;1;200004;|0;1;200004;","1;1;200004;","0;1;200004;|0;1;200004;","0;1;200004;","10;1;200004;|0;1;200004;","CTC","MAIN","200","1","True","True","0;1;200004","True","9;1;200004","False","False","True","False","DERAIL","False","1","5","False","False","False","False","False","NONE","False","False","0;1;200004|0;1;200004|0;1;200004|0;1;200004","0;1;200004|0;1;200004|0;1;200004|0;1;200004|0;1;200004","False","False","15","0","False","False","0","False","0","","1-SWITCH","","False","",,"False","","False","","","","","","False",,,,,"0",,
