"Id","Key","Ttl","MessagePrefix","EmpAddress"
"44228111","2080-nctc.l.nctc.5005:itc-27-8B-57-A7","2026-03-24 오전 9:08:45","2080","nctc.l.nctc.5005:itc"
"44228110","2080-nctc.l.nctc.5006:itc-A1-A4-54-58","2026-03-24 오전 9:08:44","2080","nctc.l.nctc.5006:itc"
"44228109","2080-nctc.l.nctc.5004:itc-AC-C4-FD-61","2026-03-24 오전 9:08:37","2080","nctc.l.nctc.5004:itc"
"44228108","2080-nctc.l.nctc.423:itc-E6-CB-C3-C8","2026-03-24 오전 9:08:36","2080","nctc.l.nctc.423:itc"
"44228107","2080-nctc.l.nctc.2308:itc-1C-D7-CE-BE","2026-03-24 오전 9:08:34","2080","nctc.l.nctc.2308:itc"
"44228106","2080-scax.l.scax.661:itc-29-60-52-E3","2026-03-24 오전 9:08:30","2080","scax.l.scax.661:itc"
"44228105","2080-nctc.l.nctc.2306:itc-2E-35-67-3B","2026-03-24 오전 9:08:28","2080","nctc.l.nctc.2306:itc"
"44228104","2080-nctc.l.nctc.2309:itc-E7-D3-30-BB","2026-03-24 오전 9:08:24","2080","nctc.l.nctc.2309:itc"
"44228103","2080-scax.l.scax.662:itc-1F-84-82-87","2026-03-24 오전 9:08:17","2080","scax.l.scax.662:itc"
"44228102","2080-nctc.l.nctc.5008:itc-5A-E6-4F-F6","2026-03-24 오전 9:08:05","2080","nctc.l.nctc.5008:itc"
"44228101","2080-nctc.l.nctc.2303:itc-96-05-2E-54","2026-03-24 오전 9:07:50","2080","nctc.l.nctc.2303:itc"
"44228100","2080-nctc.l.nctc.5001:itc-52-74-FA-A3","2026-03-24 오전 9:07:46","2080","nctc.l.nctc.5001:itc"
"44228099","2080-nctc.l.nctc.5005:itc-E0-B0-B4-AD","2026-03-24 오전 9:07:45","2080","nctc.l.nctc.5005:itc"
"44228098","2080-nctc.l.nctc.5006:itc-CD-5A-48-EC","2026-03-24 오전 9:07:44","2080","nctc.l.nctc.5006:itc"
"44228097","2080-nctc.l.nctc.5004:itc-E0-58-DC-58","2026-03-24 오전 9:07:41","2080","nctc.l.nctc.5004:itc"
"44228096","2080-nctc.l.nctc.423:itc-A4-DE-32-AE","2026-03-24 오전 9:07:36","2080","nctc.l.nctc.423:itc"
"44228095","2080-nctc.l.nctc.2308:itc-C1-A7-F9-0E","2026-03-24 오전 9:07:34","2080","nctc.l.nctc.2308:itc"
"44228094","2080-scax.l.scax.661:itc-1F-CF-F4-45","2026-03-24 오전 9:07:30","2080","scax.l.scax.661:itc"
"44228093","2080-nctc.l.nctc.2306:itc-E3-EF-DB-10","2026-03-24 오전 9:07:28","2080","nctc.l.nctc.2306:itc"
"44228092","2080-nctc.l.nctc.2309:itc-99-02-CA-BF","2026-03-24 오전 9:07:24","2080","nctc.l.nctc.2309:itc"
"44228091","2080-scax.l.scax.662:itc-BE-D5-D4-58","2026-03-24 오전 9:07:17","2080","scax.l.scax.662:itc"
"44228090","2080-nctc.l.nctc.5008:itc-D7-A8-33-CC","2026-03-24 오전 9:07:05","2080","nctc.l.nctc.5008:itc"
"44228089","2080-nctc.l.nctc.5004:itc-42-96-48-83","2026-03-24 오전 9:07:01","2080","nctc.l.nctc.5004:itc"
"44228088","2080-bnsf.l.bnsf.6354:itc-D5-6F-CD-56","2026-03-24 오전 9:06:58","2080","bnsf.l.bnsf.6354:itc"
"44228085","2080-nctc.l.nctc.2303:itc-14-DF-EA-A5","2026-03-24 오전 9:06:49","2080","nctc.l.nctc.2303:itc"
"44228084","2080-bnsf.l.bnsf.6354:itc-E9-10-D7-05","2026-03-24 오전 9:06:49","2080","bnsf.l.bnsf.6354:itc"
"44228083","2080-nctc.l.nctc.5001:itc-E7-41-92-4D","2026-03-24 오전 9:06:46","2080","nctc.l.nctc.5001:itc"
"44228082","2080-nctc.l.nctc.5005:itc-2D-2D-22-E0","2026-03-24 오전 9:06:45","2080","nctc.l.nctc.5005:itc"
"44228081","2080-nctc.l.nctc.5006:itc-57-4E-34-6B","2026-03-24 오전 9:06:44","2080","nctc.l.nctc.5006:itc"
"44228080","2080-nctc.l.nctc.423:itc-3B-CF-44-56","2026-03-24 오전 9:06:36","2080","nctc.l.nctc.423:itc"
"44228079","2080-nctc.l.nctc.5004:itc-10-AE-BF-F3","2026-03-24 오전 9:06:34","2080","nctc.l.nctc.5004:itc"
"44228078","2080-nctc.l.nctc.2308:itc-00-35-AA-2F","2026-03-24 오전 9:06:34","2080","nctc.l.nctc.2308:itc"
"44228077","2080-scax.l.scax.661:itc-C3-49-BB-4E","2026-03-24 오전 9:06:30","2080","scax.l.scax.661:itc"
"44228076","2080-nctc.l.nctc.2306:itc-5B-F9-75-8C","2026-03-24 오전 9:06:28","2080","nctc.l.nctc.2306:itc"
"44228075","2080-nctc.l.nctc.2306:itc-B4-A0-2A-C4","2026-03-24 오전 9:06:27","2080","nctc.l.nctc.2306:itc"
"44228074","2080-nctc.l.nctc.2309:itc-E1-F9-28-9C","2026-03-24 오전 9:06:24","2080","nctc.l.nctc.2309:itc"
"44228073","2080-scax.l.scax.662:itc-C2-EA-DA-BA","2026-03-24 오전 9:06:17","2080","scax.l.scax.662:itc"
"44228072","2080-nctc.l.nctc.2303:itc-AD-CC-52-D0","2026-03-24 오전 9:06:10","2080","nctc.l.nctc.2303:itc"
"44228071","2080-nctc.l.nctc.5008:itc-07-84-9E-0E","2026-03-24 오전 9:06:05","2080","nctc.l.nctc.5008:itc"
"44228070","2080-nctc.l.nctc.2303:itc-3B-31-BF-80","2026-03-24 오전 9:05:49","2080","nctc.l.nctc.2303:itc"
"44228069","2080-nctc.l.nctc.5001:itc-90-5A-79-8B","2026-03-24 오전 9:05:46","2080","nctc.l.nctc.5001:itc"
"44228068","2080-nctc.l.nctc.5005:itc-5D-96-1E-23","2026-03-24 오전 9:05:45","2080","nctc.l.nctc.5005:itc"
"44228067","2080-nctc.l.nctc.5006:itc-FC-C2-18-BB","2026-03-24 오전 9:05:44","2080","nctc.l.nctc.5006:itc"
"44228066","2080-nctc.l.nctc.5004:itc-32-0D-6D-55","2026-03-24 오전 9:05:37","2080","nctc.l.nctc.5004:itc"
"44228065","2080-nctc.l.nctc.423:itc-37-E4-C6-B1","2026-03-24 오전 9:05:36","2080","nctc.l.nctc.423:itc"
"44228064","2080-nctc.l.nctc.2308:itc-A4-C2-F0-88","2026-03-24 오전 9:05:34","2080","nctc.l.nctc.2308:itc"
"44228063","2080-scax.l.scax.661:itc-F8-D6-A8-7A","2026-03-24 오전 9:05:30","2080","scax.l.scax.661:itc"
"44228062","2080-nctc.l.nctc.2306:itc-2B-4B-7B-AA","2026-03-24 오전 9:05:29","2080","nctc.l.nctc.2306:itc"
"44228061","2080-nctc.l.nctc.2309:itc-FB-10-4C-A2","2026-03-24 오전 9:05:24","2080","nctc.l.nctc.2309:itc"
"44228060","2080-scax.l.scax.662:itc-5D-BD-0B-81","2026-03-24 오전 9:05:17","2080","scax.l.scax.662:itc"
"44228059","2080-nctc.l.nctc.5008:itc-51-13-A9-43","2026-03-24 오전 9:05:04","2080","nctc.l.nctc.5008:itc"
"44228058","2080-nctc.l.nctc.2303:itc-3C-93-C9-B1","2026-03-24 오전 9:04:50","2080","nctc.l.nctc.2303:itc"
"44228057","2080-nctc.l.nctc.5001:itc-17-18-AD-3E","2026-03-24 오전 9:04:46","2080","nctc.l.nctc.5001:itc"
"44228056","2080-nctc.l.nctc.5005:itc-74-C4-36-FD","2026-03-24 오전 9:04:45","2080","nctc.l.nctc.5005:itc"
"44228055","2080-nctc.l.nctc.5004:itc-95-C4-2D-36","2026-03-24 오전 9:04:44","2080","nctc.l.nctc.5004:itc"
"44228054","2080-nctc.l.nctc.5006:itc-90-5A-2E-07","2026-03-24 오전 9:04:44","2080","nctc.l.nctc.5006:itc"
"44228053","2080-nctc.l.nctc.423:itc-5E-09-D0-6D","2026-03-24 오전 9:04:36","2080","nctc.l.nctc.423:itc"
"44228052","2080-nctc.l.nctc.2308:itc-7C-39-7E-E9","2026-03-24 오전 9:04:36","2080","nctc.l.nctc.2308:itc"
"44228051","2080-nctc.l.nctc.2308:itc-B3-A5-FA-09","2026-03-24 오전 9:04:34","2080","nctc.l.nctc.2308:itc"
"44228050","2080-scax.l.scax.661:itc-BE-CB-12-EA","2026-03-24 오전 9:04:30","2080","scax.l.scax.661:itc"
"44228049","2080-nctc.l.nctc.2306:itc-26-43-84-B8","2026-03-24 오전 9:04:29","2080","nctc.l.nctc.2306:itc"
"44228048","2080-nctc.l.nctc.2309:itc-52-7E-91-AF","2026-03-24 오전 9:04:24","2080","nctc.l.nctc.2309:itc"
"44228047","2080-scax.l.scax.662:itc-93-F5-A4-55","2026-03-24 오전 9:04:17","2080","scax.l.scax.662:itc"
"44228046","2080-nctc.l.nctc.5008:itc-53-42-EE-0E","2026-03-24 오전 9:04:04","2080","nctc.l.nctc.5008:itc"
"44228045","2080-nctc.l.nctc.2303:itc-3C-46-B3-C1","2026-03-24 오전 9:03:50","2080","nctc.l.nctc.2303:itc"
"44228044","2080-nctc.l.nctc.5001:itc-03-08-34-9A","2026-03-24 오전 9:03:46","2080","nctc.l.nctc.5001:itc"
"44228043","2080-nctc.l.nctc.5005:itc-37-45-42-41","2026-03-24 오전 9:03:45","2080","nctc.l.nctc.5005:itc"
"44228042","2080-nctc.l.nctc.5006:itc-08-74-E9-50","2026-03-24 오전 9:03:44","2080","nctc.l.nctc.5006:itc"
"44228041","2080-nctc.l.nctc.423:itc-C9-8B-0D-8B","2026-03-24 오전 9:03:36","2080","nctc.l.nctc.423:itc"
"44228040","2080-nctc.l.nctc.5004:itc-C8-01-E1-9B","2026-03-24 오전 9:03:34","2080","nctc.l.nctc.5004:itc"
"44228039","2080-nctc.l.nctc.2308:itc-48-A5-E8-E5","2026-03-24 오전 9:03:34","2080","nctc.l.nctc.2308:itc"
"44228038","2080-scax.l.scax.661:itc-0D-5C-FB-68","2026-03-24 오전 9:03:30","2080","scax.l.scax.661:itc"
"44228037","2080-nctc.l.nctc.2306:itc-A5-E8-B5-6C","2026-03-24 오전 9:03:28","2080","nctc.l.nctc.2306:itc"
"44228036","2080-nctc.l.nctc.2309:itc-FA-47-2E-C3","2026-03-24 오전 9:03:24","2080","nctc.l.nctc.2309:itc"
"44228035","2080-scax.l.scax.662:itc-05-FD-2F-C6","2026-03-24 오전 9:03:17","2080","scax.l.scax.662:itc"
"44228034","2080-nctc.l.nctc.5008:itc-9B-72-FE-FB","2026-03-24 오전 9:03:05","2080","nctc.l.nctc.5008:itc"
"44228087","2010-bnsf.l.bnsf.6354:itc-79-7F-27-B1","2026-03-24 오전 9:02:56","2010","bnsf.l.bnsf.6354:itc"
"44228086","2020-bnsf.l.bnsf.6354:itc-89-CD-39-53","2026-03-24 오전 9:02:56","2020","bnsf.l.bnsf.6354:itc"
"44228033","2080-nctc.l.nctc.2303:itc-DB-79-19-E0","2026-03-24 오전 9:02:50","2080","nctc.l.nctc.2303:itc"
"44228032","2080-nctc.l.nctc.5001:itc-D0-AB-01-36","2026-03-24 오전 9:02:46","2080","nctc.l.nctc.5001:itc"
"44228031","2080-nctc.l.nctc.5005:itc-DF-03-54-C9","2026-03-24 오전 9:02:45","2080","nctc.l.nctc.5005:itc"
"44228030","2080-nctc.l.nctc.5006:itc-5B-DA-8E-0D","2026-03-24 오전 9:02:44","2080","nctc.l.nctc.5006:itc"
"44228029","2080-nctc.l.nctc.5004:itc-3A-2B-30-73","2026-03-24 오전 9:02:37","2080","nctc.l.nctc.5004:itc"
"44228028","2080-nctc.l.nctc.423:itc-8C-E1-4F-66","2026-03-24 오전 9:02:36","2080","nctc.l.nctc.423:itc"
"44228027","2080-nctc.l.nctc.2308:itc-25-7C-4E-05","2026-03-24 오전 9:02:34","2080","nctc.l.nctc.2308:itc"
"44228026","2080-scax.l.scax.661:itc-AD-8C-09-76","2026-03-24 오전 9:02:30","2080","scax.l.scax.661:itc"
"44228025","2080-nctc.l.nctc.5001:itc-9B-2F-FF-14","2026-03-24 오전 9:02:29","2080","nctc.l.nctc.5001:itc"
"44228024","2080-nctc.l.nctc.2306:itc-C9-24-C9-03","2026-03-24 오전 9:02:28","2080","nctc.l.nctc.2306:itc"
"44228023","2080-nctc.l.nctc.2309:itc-81-CB-51-C0","2026-03-24 오전 9:02:24","2080","nctc.l.nctc.2309:itc"
"44228022","2080-scax.l.scax.662:itc-68-0D-2B-01","2026-03-24 오전 9:02:17","2080","scax.l.scax.662:itc"
"44228021","2080-nctc.l.nctc.5008:itc-2F-F2-69-3F","2026-03-24 오전 9:02:04","2080","nctc.l.nctc.5008:itc"
"44228020","2080-nctc.l.nctc.5004:itc-5F-18-38-E4","2026-03-24 오전 9:01:51","2080","nctc.l.nctc.5004:itc"
"44228019","2080-nctc.l.nctc.2303:itc-2D-E7-5B-0D","2026-03-24 오전 9:01:50","2080","nctc.l.nctc.2303:itc"
"44228018","2080-bnsf.l.bnsf.6354:itc-28-7A-AC-D2","2026-03-24 오전 9:01:49","2080","bnsf.l.bnsf.6354:itc"
"44228017","2080-nctc.l.nctc.5001:itc-06-62-98-9E","2026-03-24 오전 9:01:46","2080","nctc.l.nctc.5001:itc"
"44228016","2080-nctc.l.nctc.5005:itc-C3-E4-C6-50","2026-03-24 오전 9:01:45","2080","nctc.l.nctc.5005:itc"
"44228015","2080-nctc.l.nctc.5006:itc-E2-A4-85-A5","2026-03-24 오전 9:01:44","2080","nctc.l.nctc.5006:itc"
"44228014","2080-nctc.l.nctc.423:itc-93-73-EE-17","2026-03-24 오전 9:01:36","2080","nctc.l.nctc.423:itc"
"44228013","2080-nctc.l.nctc.2308:itc-CF-9D-5F-63","2026-03-24 오전 9:01:34","2080","nctc.l.nctc.2308:itc"
"44228012","2080-scax.l.scax.661:itc-06-EA-32-82","2026-03-24 오전 9:01:30","2080","scax.l.scax.661:itc"
"44228011","2080-nctc.l.nctc.2306:itc-A1-6D-A0-23","2026-03-24 오전 9:01:28","2080","nctc.l.nctc.2306:itc"
"44228010","2080-nctc.l.nctc.2309:itc-6E-CD-75-AB","2026-03-24 오전 9:01:24","2080","nctc.l.nctc.2309:itc"
"44228009","2083-bnsf.l.bnsf.6354:itc-F5-29-82-11","2026-03-24 오전 9:01:23","2083","bnsf.l.bnsf.6354:itc"
"44228008","2083-bnsf.l.bnsf.6354:itc-6C-FD-5D-32","2026-03-24 오전 9:01:20","2083","bnsf.l.bnsf.6354:itc"
"44228007","2080-scax.l.scax.662:itc-E1-8F-C6-7A","2026-03-24 오전 9:01:17","2080","scax.l.scax.662:itc"
"44228006","2080-nctc.l.nctc.5008:itc-40-31-E8-02","2026-03-24 오전 9:01:05","2080","nctc.l.nctc.5008:itc"
"44228005","2080-bnsf.l.bnsf.6354:itc-DB-94-25-E3","2026-03-24 오전 9:01:00","2080","bnsf.l.bnsf.6354:itc"
"44228003","2080-nctc.l.nctc.2303:itc-DC-87-E7-95","2026-03-24 오전 9:00:50","2080","nctc.l.nctc.2303:itc"
"44228002","2080-nctc.l.nctc.5001:itc-C0-D0-3E-E3","2026-03-24 오전 9:00:46","2080","nctc.l.nctc.5001:itc"
"44228001","2080-nctc.l.nctc.5005:itc-EB-C7-E9-43","2026-03-24 오전 9:00:45","2080","nctc.l.nctc.5005:itc"
"44228000","2080-bnsf.l.bnsf.6354:itc-81-FB-7B-34","2026-03-24 오전 9:00:45","2080","bnsf.l.bnsf.6354:itc"
"44227999","2080-nctc.l.nctc.5006:itc-A4-33-40-AC","2026-03-24 오전 9:00:44","2080","nctc.l.nctc.5006:itc"
"44227998","2080-nctc.l.nctc.5004:itc-75-F1-FA-F2","2026-03-24 오전 9:00:44","2080","nctc.l.nctc.5004:itc"
"44227996","2080-nctc.l.nctc.423:itc-81-D7-79-85","2026-03-24 오전 9:00:36","2080","nctc.l.nctc.423:itc"
"44227995","2080-nctc.l.nctc.2308:itc-CC-71-C1-C4","2026-03-24 오전 9:00:34","2080","nctc.l.nctc.2308:itc"
"44227994","2080-scax.l.scax.661:itc-FA-03-7F-87","2026-03-24 오전 9:00:30","2080","scax.l.scax.661:itc"
"44227993","2083-bnsf.l.bnsf.6354:itc-E9-2F-27-70","2026-03-24 오전 9:00:29","2083","bnsf.l.bnsf.6354:itc"
"44227992","2080-nctc.l.nctc.2306:itc-EE-7A-CB-3A","2026-03-24 오전 9:00:28","2080","nctc.l.nctc.2306:itc"
"44227991","2080-nctc.l.nctc.2309:itc-4C-E3-CF-91","2026-03-24 오전 9:00:24","2080","nctc.l.nctc.2309:itc"
"44227990","2080-scax.l.scax.662:itc-23-F1-8D-13","2026-03-24 오전 9:00:17","2080","scax.l.scax.662:itc"
"44227989","2083-bnsf.l.bnsf.6354:itc-F9-09-4D-7C","2026-03-24 오전 9:00:11","2083","bnsf.l.bnsf.6354:itc"
"44227988","2080-nctc.l.nctc.5008:itc-48-07-48-EF","2026-03-24 오전 9:00:04","2080","nctc.l.nctc.5008:itc"
"44227987","2080-nctc.l.nctc.5008:itc-87-0F-9A-1D","2026-03-24 오전 8:59:59","2080","nctc.l.nctc.5008:itc"
"44227986","2080-bnsf.l.bnsf.6354:itc-6F-6A-92-FC","2026-03-24 오전 8:59:55","2080","bnsf.l.bnsf.6354:itc"
"44227985","2083-bnsf.l.bnsf.6354:itc-0C-69-89-7E","2026-03-24 오전 8:59:50","2083","bnsf.l.bnsf.6354:itc"
"44227984","2080-nctc.l.nctc.2303:itc-27-AE-93-74","2026-03-24 오전 8:59:50","2080","nctc.l.nctc.2303:itc"
"44227983","2080-nctc.l.nctc.5001:itc-D7-A4-83-3F","2026-03-24 오전 8:59:46","2080","nctc.l.nctc.5001:itc"
"44227982","2080-nctc.l.nctc.5005:itc-95-AC-6F-5B","2026-03-24 오전 8:59:45","2080","nctc.l.nctc.5005:itc"
"44227981","2080-nctc.l.nctc.5006:itc-99-76-7A-8C","2026-03-24 오전 8:59:44","2080","nctc.l.nctc.5006:itc"
"44227980","2080-nctc.l.nctc.5004:itc-05-58-12-BB","2026-03-24 오전 8:59:43","2080","nctc.l.nctc.5004:itc"
"44227979","2080-nctc.l.nctc.423:itc-9C-2B-98-73","2026-03-24 오전 8:59:36","2080","nctc.l.nctc.423:itc"
"44227978","2080-nctc.l.nctc.2308:itc-06-00-DA-D5","2026-03-24 오전 8:59:34","2080","nctc.l.nctc.2308:itc"
"44227977","2080-scax.l.scax.661:itc-67-77-78-6E","2026-03-24 오전 8:59:30","2080","scax.l.scax.661:itc"
"44227976","2080-nctc.l.nctc.2306:itc-B6-96-DB-21","2026-03-24 오전 8:59:29","2080","nctc.l.nctc.2306:itc"
"44227975","2080-nctc.l.nctc.2309:itc-2F-77-E7-90","2026-03-24 오전 8:59:24","2080","nctc.l.nctc.2309:itc"
"44227974","2080-nctc.l.nctc.5006:itc-44-55-C6-79","2026-03-24 오전 8:59:24","2080","nctc.l.nctc.5006:itc"
"44227973","2080-scax.l.scax.662:itc-F3-E2-5A-99","2026-03-24 오전 8:59:17","2080","scax.l.scax.662:itc"
"44227972","2080-nctc.l.nctc.5005:itc-11-A8-8A-C2","2026-03-24 오전 8:59:15","2080","nctc.l.nctc.5005:itc"
"44227971","2080-nctc.l.nctc.423:itc-99-D1-9B-6B","2026-03-24 오전 8:59:05","2080","nctc.l.nctc.423:itc"
"44227970","2080-nctc.l.nctc.5008:itc-B1-72-4A-77","2026-03-24 오전 8:59:05","2080","nctc.l.nctc.5008:itc"
"44227969","2080-nctc.l.nctc.2303:itc-FD-F8-DE-6F","2026-03-24 오전 8:58:50","2080","nctc.l.nctc.2303:itc"
"44227968","2080-nctc.l.nctc.5001:itc-38-30-E4-63","2026-03-24 오전 8:58:46","2080","nctc.l.nctc.5001:itc"
"44227967","2080-nctc.l.nctc.5005:itc-76-F2-4A-C0","2026-03-24 오전 8:58:45","2080","nctc.l.nctc.5005:itc"
"44227966","2080-nctc.l.nctc.5006:itc-43-3F-FD-04","2026-03-24 오전 8:58:44","2080","nctc.l.nctc.5006:itc"
"44227965","2080-bnsf.l.bnsf.6354:itc-1B-9D-07-9D","2026-03-24 오전 8:58:40","2080","bnsf.l.bnsf.6354:itc"
"44227964","2080-nctc.l.nctc.5004:itc-CF-8A-45-8F","2026-03-24 오전 8:58:39","2080","nctc.l.nctc.5004:itc"
"44227963","2080-nctc.l.nctc.423:itc-94-1E-BB-A5","2026-03-24 오전 8:58:36","2080","nctc.l.nctc.423:itc"
"44227962","2080-nctc.l.nctc.2308:itc-A3-2D-D9-04","2026-03-24 오전 8:58:34","2080","nctc.l.nctc.2308:itc"
"44227961","2080-scax.l.scax.661:itc-47-9C-A0-83","2026-03-24 오전 8:58:30","2080","scax.l.scax.661:itc"
"44227960","2080-nctc.l.nctc.2306:itc-10-C0-8F-A8","2026-03-24 오전 8:58:29","2080","nctc.l.nctc.2306:itc"
"44227959","2080-nctc.l.nctc.2309:itc-A4-B9-B6-BF","2026-03-24 오전 8:58:24","2080","nctc.l.nctc.2309:itc"
"44227958","2080-scax.l.scax.662:itc-84-28-38-28","2026-03-24 오전 8:58:17","2080","scax.l.scax.662:itc"
"44227957","2080-nctc.l.nctc.5008:itc-6C-77-C1-8E","2026-03-24 오전 8:58:06","2080","nctc.l.nctc.5008:itc"
"44227955","2080-nctc.l.nctc.5008:itc-D1-76-78-EC","2026-03-24 오전 8:58:05","2080","nctc.l.nctc.5008:itc"
"44227954","2080-nctc.l.nctc.2303:itc-B9-05-B9-C3","2026-03-24 오전 8:57:50","2080","nctc.l.nctc.2303:itc"
"44227953","2080-nctc.l.nctc.5008:itc-3A-68-39-B4","2026-03-24 오전 8:57:49","2080","nctc.l.nctc.5008:itc"
"44227951","2080-nctc.l.nctc.5001:itc-71-1B-72-62","2026-03-24 오전 8:57:46","2080","nctc.l.nctc.5001:itc"
"44227950","2080-nctc.l.nctc.5005:itc-BB-D9-F2-55","2026-03-24 오전 8:57:45","2080","nctc.l.nctc.5005:itc"
"44227949","2080-nctc.l.nctc.5006:itc-D0-4D-70-AD","2026-03-24 오전 8:57:44","2080","nctc.l.nctc.5006:itc"
"44227948","2080-bnsf.l.bnsf.6354:itc-4A-E4-96-6E","2026-03-24 오전 8:57:43","2080","bnsf.l.bnsf.6354:itc"
"44227947","2080-nctc.l.nctc.2309:itc-2D-00-6C-88","2026-03-24 오전 8:57:42","2080","nctc.l.nctc.2309:itc"
"44227946","2080-nctc.l.nctc.423:itc-DC-AA-59-20","2026-03-24 오전 8:57:36","2080","nctc.l.nctc.423:itc"
"44227945","2080-nctc.l.nctc.5004:itc-32-9A-A5-AF","2026-03-24 오전 8:57:34","2080","nctc.l.nctc.5004:itc"
"44227944","2080-nctc.l.nctc.2308:itc-54-58-1C-25","2026-03-24 오전 8:57:34","2080","nctc.l.nctc.2308:itc"
"44227943","2080-scax.l.scax.661:itc-99-DB-78-D5","2026-03-24 오전 8:57:30","2080","scax.l.scax.661:itc"
"44227942","2080-nctc.l.nctc.2306:itc-2C-47-2B-9A","2026-03-24 오전 8:57:29","2080","nctc.l.nctc.2306:itc"
"44227941","2080-nctc.l.nctc.2309:itc-EA-0F-36-CC","2026-03-24 오전 8:57:24","2080","nctc.l.nctc.2309:itc"
"44227940","2080-nctc.l.nctc.5008:itc-6A-F6-21-33","2026-03-24 오전 8:57:18","2080","nctc.l.nctc.5008:itc"
"44227939","2080-scax.l.scax.662:itc-09-42-DB-07","2026-03-24 오전 8:57:17","2080","scax.l.scax.662:itc"
"44227937","2080-nctc.l.nctc.5008:itc-B2-E7-CC-61","2026-03-24 오전 8:57:05","2080","nctc.l.nctc.5008:itc"
"44227936","2080-bnsf.l.bnsf.6354:itc-BF-18-FF-FD","2026-03-24 오전 8:57:04","2080","bnsf.l.bnsf.6354:itc"
"44228004","2087-bnsf.l.bnsf.6354:itc-16-F1-EC-C2","2026-03-24 오전 8:56:57","2087","bnsf.l.bnsf.6354:itc"
